visit_id,device_id,persona,store_id,store_name,category,entry_time,exit_time,dwell_minutes,ping_count,date,day_of_week
00cb9b2f-75b6-4777-9fa7-4ad06f886c74,4ff74d33-18b2-40d0-9449-bd589943090d,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 12:21:00,2026-08-10 13:15:00,54.0,19,2026-08-10,Monday
6daee6ec-bd00-474c-8b99-a3dd57207584,f8bbabf5-cbcd-4246-a6b8-a2f15e63b4ce,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 11:23:00,2026-08-10 12:29:00,66.0,23,2026-08-10,Monday
35871f32-d770-408a-af2a-f6fd4f3b9ccb,f8bbabf5-cbcd-4246-a6b8-a2f15e63b4ce,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 12:35:00,2026-08-10 12:44:00,9.0,4,2026-08-10,Monday
e4bfe041-9ae7-4f60-81e3-0fe9c35e8a73,463f6337-b855-44a7-bb7e-d93a6f6fff5d,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 10:43:00,2026-08-10 12:04:00,81.0,28,2026-08-10,Monday
34b3c376-6835-4179-a7e4-080c7b18ef2e,d3944839-d66e-450e-9241-8875551bd25c,Shopper,STR003,Store C - Wardha Road,Hypermarket,2026-08-10 10:49:00,2026-08-10 11:28:00,39.0,14,2026-08-10,Monday
37ec092c-562a-461c-a1dd-fb53bcdaedff,dfd8b2de-5ea4-42b8-9f3e-2d82b49a0b98,Shopper,STR001,Store A - Sitabuldi,Supermarket,2026-08-10 11:53:00,2026-08-10 12:38:00,45.0,16,2026-08-10,Monday
488e0549-cb24-4e5b-9bd3-2c8ff06d58aa,2f705ad7-1cf7-4667-8dbe-90875f183d5a,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 10:23:00,2026-08-10 11:17:00,54.0,19,2026-08-10,Monday
63cd7054-c01b-47f8-8349-71995a6a9ffe,513a039e-41c4-4c8a-871d-bcb2c49d64da,Shopper,STR003,Store C - Wardha Road,Hypermarket,2026-08-10 11:55:00,2026-08-10 13:10:00,75.0,26,2026-08-10,Monday
e4bb1126-3ed8-4d87-92dd-0f64034dde3f,9ea29052-8058-4b12-bda7-7f8cd23da29a,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 11:15:00,2026-08-10 11:48:00,33.0,12,2026-08-10,Monday
f2c01c26-a8ae-465d-ae61-7509622e1a3b,72092710-e7be-4ec3-be15-3d9954881cac,Shopper,STR001,Store A - Sitabuldi,Supermarket,2026-08-10 10:53:00,2026-08-10 11:50:00,57.0,20,2026-08-10,Monday
594e5ad7-c419-4f4a-a9a4-526b8d565733,dee624fb-e9f9-4f79-a540-5fba7799a18c,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 10:36:00,2026-08-10 11:45:00,69.0,24,2026-08-10,Monday
f9884c49-c747-4a23-b77e-34463f22b02d,4530910a-28a5-4572-b588-d523eaf1595d,Shopper,STR003,Store C - Wardha Road,Hypermarket,2026-08-10 12:10:00,2026-08-10 13:34:00,84.0,29,2026-08-10,Monday
5aad6801-bcce-497f-bbd8-0c8a292e4d6a,38ccd4ce-53b9-44e5-8815-f0da64e9d7a7,Shopper,STR001,Store A - Sitabuldi,Supermarket,2026-08-10 11:19:00,2026-08-10 12:52:00,93.0,32,2026-08-10,Monday
3c0dff50-cebd-41c4-9a7d-71c645a14cb8,52595ce1-43cb-4a2d-80a3-f0a365895ca5,Shopper,STR003,Store C - Wardha Road,Hypermarket,2026-08-10 10:46:00,2026-08-10 11:37:00,51.0,18,2026-08-10,Monday
cef1bc4a-cf1c-4e82-85e6-0a09cf14c77e,e63f50b4-0142-45f2-8f18-035a9e209ae5,Shopper,STR001,Store A - Sitabuldi,Supermarket,2026-08-10 10:32:00,2026-08-10 11:35:00,63.0,22,2026-08-10,Monday
2d90ff35-1603-4867-8245-3b3e2592b9e4,e28f5910-9593-4d32-bf8e-8ed023c83d5c,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 10:18:00,2026-08-10 11:30:00,72.0,25,2026-08-10,Monday
9990e7ff-8045-41c5-a5b8-7f6c9fbd216d,414a3c0b-9cd5-48aa-8680-cb828a0dcfbd,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 11:25:00,2026-08-10 12:34:00,69.0,24,2026-08-10,Monday
de0cfc9f-2379-4ca1-839e-0b5d25299276,c279c32e-d94a-474f-8912-b6274bce473e,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 10:33:00,2026-08-10 12:06:00,93.0,32,2026-08-10,Monday
0cd00c53-5535-49ca-b3f6-8a4746e089ad,5139e05f-8539-4c6b-b62e-ce304757a40f,Shopper,STR002,Store B - Civil Lines,Mall,2026-08-10 11:54:00,2026-08-10 13:24:00,90.0,31,2026-08-10,Monday
c42d803c-268a-40ec-a407-4f6627bf4c78,52c372a6-bbd5-40d6-8065-6e6e6a4a3880,Shopper,STR001,Store A - Sitabuldi,Supermarket,2026-08-10 12:13:00,2026-08-10 13:19:00,66.0,23,2026-08-10,Monday
